3 6 17 10 31 32 61
6 7 6 10 20 33 19
4 4 9 25 20 29 30
3 9 12 8 14 10 61
3 6 11 14 24 38 61
5 8 16 39 5 23 37
5 4 13 4 26 8 44
3 8 13 16 31 26 45
5 6 3 17 22 18 20
4 3 17 25 38 19 66
7 4 14 11 37 16 36
7 13 14 5 48 45 36
5 5 5 8 20 27 71
3 4 5 19 28 5 55
4 6 14 16 29 14 30
7 5 6 23 12 13 57
6 10 11 18 16 37 32
6 3 10 13 25 4 54
3 7 14 6 10 36 31
5 11 16 5 25 22 8
3 11 10 15 19 71 33
5 8 9 16 20 23 81
6 11 9 9 16 33 7
6 10 12 6 47 34 50
5 10 9 7 16 24 65
6 9 8 15 13 32 45
7 9 13 13 4 6 90
4 6 19 23 40 57 19
5 10 11 20 8 22 9
5 9 7 14 15 43 48
7 9 8 14 46 53 46
4 6 21 9 17 34 26
5 13 16 16 30 14 52
5 4 10 23 54 16 50
7 7 15 12 22 14 60
6 8 11 8 25 4 14
4 7 17 13 13 21 68
5 8 11 19 29 32 44
5 10 11 28 33 41 99
6 13 21 18 37 29 16
3 11 11 17 10 27 31
4 5 10 30 22 6 34
7 10 16 27 7 41 19
7 7 5 28 49 39 35
5 10 17 19 10 86 33
6 7 6 16 29 57 48
7 4 13 32 17 29 34
4 9 10 10 24 52 48
3 6 13 8 7 41 15
5 3 11 11 35 29 32
5 12 5 12 31 26 64
6 7 18 28 7 45 46
7 12 9 14 31 51 24
6 11 10 15 20 17 43
7 8 19 15 13 57 49
3 8 10 10 20 62 35
8 9 15 14 32 39 50
6 7 20 21 12 57 23
8 9 15 21 7 39 25
4 9 17 4 13 44 8
8 5 13 11 24 14 54
5 13 17 7 24 34 18
4 9 13 5 24 53 69
5 9 12 23 33 16 48
4 6 7 7 15 39 66
5 5 15 15 59 28 50
4 12 6 16 26 48 75
5 3 4 18 11 20 54
6 3 12 25 40 7 10
3 6 6 14 5 45 46
6 7 8 20 15 8 22
8 11 11 26 18 33 55
6 7 24 18 14 21 58
5 10 8 13 5 40 36
7 11 13 38 31 68 36
5 10 16 7 24 34 20
4 4 11 11 26 41 53
6 9 9 21 13 31 46
6 4 9 18 43 17 22
4 11 3 10 16 14 17
6 8 5 17 10 21 33
3 7 9 8 33 33 24
5 10 14 16 10 34 49
6 6 14 15 20 49 30
7 11 13 7 21 34 49
