2 5 13 6 12 26 25
4 10 8 17 16 28 71
4 3 7 15 18 22 16
2 6 4 8 20 16 49
6 8 4 9 7 10 38
5 5 11 10 18 5 13
3 7 6 16 21 9 2
8 6 7 7 14 10 50
4 7 5 12 12 18 45
3 6 10 12 15 32 19
5 4 7 8 14 26 16
4 5 10 12 23 27 21
3 6 7 11 22 18 10
5 8 9 10 13 12 30
4 8 3 8 20 32 28
5 9 7 8 12 29 37
2 8 2 7 17 25 54
3 9 5 15 9 34 28
3 2 5 18 18 14 16
5 4 8 6 8 19 38
3 2 11 17 8 34 16
4 7 10 9 25 22 25
2 2 5 19 6 10 46
5 3 17 25 16 8 47
4 5 7 5 17 24 23
4 7 5 9 13 34 62
4 10 11 16 12 23 9
5 9 11 13 17 37 17
2 6 8 8 18 9 61
4 3 12 6 28 9 29
4 7 5 16 14 15 36
4 5 15 5 22 15 76
5 5 3 11 9 28 42
4 5 6 7 9 15 9
3 4 9 8 8 14 7
3 2 14 9 16 11 42
6 6 5 14 15 12 38
4 4 4 22 27 5 19
6 6 9 18 11 26 36
4 4 10 10 13 22 15
4 5 13 4 17 19 14
3 7 13 9 18 11 18
5 3 9 6 12 23 97
2 6 7 4 21 35 60
5 2 10 6 32 6 31
7 7 7 10 16 27 47
2 3 7 15 12 30 13
4 9 7 13 14 29 23
5 7 10 13 18 14 22
4 10 7 13 16 18 41
3 7 6 16 10 12 29
4 7 2 6 11 33 40
4 3 11 13 21 28 8
2 4 2 8 9 33 21
4 5 13 6 12 33 44
5 6 8 8 3 36 40
5 5 10 11 10 24 22
4 8 9 7 10 26 31
3 4 10 5 29 5 39
3 4 5 5 20 27 17
3 3 2 14 8 22 65
4 4 7 15 17 20 36
4 2 7 9 14 18 4
4 5 7 6 17 20 35
3 7 7 10 11 13 26
4 11 11 14 11 27 36
3 5 4 9 18 21 39
6 5 7 13 18 9 49
3 7 5 3 13 24 49
5 5 8 13 29 9 43
2 13 13 3 14 10 18
5 4 5 8 17 11 42
5 3 7 12 8 18 58
6 4 10 9 9 21 33
4 11 3 4 10 6 51
