3 9 8 32 7 46 34
8 4 4 9 8 23 63
5 9 10 16 15 39 48
7 11 15 18 15 9 42
5 11 10 14 11 36 52
6 5 3 7 29 51 36
4 12 11 7 20 14 77
6 8 11 11 23 20 21
6 7 5 24 19 21 79
6 3 12 3 11 36 58
6 4 5 14 7 24 34
5 10 9 7 31 37 31
5 5 4 11 31 6 66
4 5 10 10 31 31 9
6 12 9 6 9 58 60
6 6 13 8 15 35 66
3 4 7 13 35 40 21
5 9 10 5 11 11 45
6 9 16 4 10 58 22
5 11 9 13 10 33 21
4 5 17 13 27 48 28
6 7 8 20 19 12 36
3 5 14 14 11 11 36
4 4 3 29 27 20 20
7 6 9 21 28 16 85
5 9 15 16 25 17 27
8 7 9 11 31 15 29
6 8 12 19 12 16 56
8 7 8 12 41 30 14
6 8 17 16 6 56 18
5 9 3 19 37 41 18
7 11 17 13 4 34 13
8 8 4 16 24 36 89
6 11 12 23 12 36 71
7 16 11 9 8 37 40
4 10 12 15 29 45 27
6 7 6 5 22 32 28
5 9 7 10 13 23 21
4 3 10 23 23 54 40
6 10 6 5 21 67 54
5 10 13 18 29 18 41
5 3 14 10 33 19 52
6 5 7 3 8 31 5
7 11 18 22 31 35 40
6 5 15 9 17 41 56
6 6 9 4 10 10 59
3 6 10 20 27 20 28
5 6 12 26 17 38 38
3 3 8 15 33 29 78
5 6 16 25 40 35 49
4 10 5 17 16 47 72
6 4 5 15 37 51 13
7 6 16 13 19 18 32
5 10 12 26 13 22 81
6 8 10 11 29 33 45
6 7 14 20 36 15 64
5 10 19 20 25 37 23
5 7 20 6 18 36 23
4 12 17 11 22 43 40
5 7 15 9 29 25 51
8 3 7 21 16 29 18
5 10 15 12 41 11 11
5 6 9 12 11 18 37
5 10 14 5 13 52 10
5 7 10 16 25 38 63
3 7 6 17 13 24 48
5 11 5 5 23 45 45
4 9 10 7 7 30 71
4 4 11 22 33 18 41
4 9 21 4 35 21 18
5 8 9 14 26 37 64
3 5 15 23 38 31 48
5 5 18 8 24 45 57
6 5 11 8 8 19 70
6 4 9 27 18 29 36
4 12 13 22 17 15 64
3 7 9 18 31 10 42
5 13 4 16 17 31 36
6 9 17 16 23 66 19
6 12 5 22 26 40 46
6 6 9 9 24 30 86
6 4 6 20 34 20 54
5 7 19 18 14 19 48
7 9 14 14 15 48 83
3 8 14 18 14 44 35
5 5 16 16 16 12 81
6 7 9 6 27 39 44
6 7 16 5 34 22 15
7 9 13 14 22 20 54
3 9 13 8 31 60 45
5 9 11 22 25 25 67
5 10 9 14 22 36 51
7 6 7 5 19 15 28
6 7 7 25 11 36 45
5 3 10 11 16 11 11
3 8 9 8 28 38 7
3 11 9 13 23 66 45
4 7 11 4 13 20 44
3 9 8 15 41 18 63
4 8 10 7 23 9 10
7 10 9 26 12 18 67
7 6 6 3 4 66 52
3 10 6 4 26 17 24
6 11 9 11 9 31 50
5 11 13 11 10 43 68
5 14 10 19 22 52 20
4 3 10 8 38 9 75
4 7 11 10 17 24 39
4 7 4 11 32 31 49
8 3 17 27 24 49 75
6 9 6 18 34 46 48
3 6 13 22 29 12 64
4 7 19 16 13 15 54
5 7 18 11 25 59 44
6 9 10 10 13 43 78
6 3 17 20 22 12 38
5 9 15 6 19 29 51
5 5 5 3 32 13 64
5 10 5 17 4 5 73
6 5 7 7 24 36 47
5 7 15 15 25 30 24
4 7 16 14 10 32 17
4 5 13 12 11 45 30
6 6 10 16 20 46 45
