4 3 10 9 15 23 16
2 9 8 18 10 19 34
3 2 3 13 3 20 30
4 4 3 14 19 8 23
2 4 5 10 11 19 6
3 10 4 5 11 47 9
2 8 19 11 16 8 10
2 3 9 6 26 18 35
3 3 7 8 3 14 37
4 8 5 4 11 43 13
5 5 5 4 8 7 6
3 7 12 2 4 18 50
6 9 3 7 14 10 36
5 6 2 6 29 38 61
3 5 4 6 23 12 25
5 2 3 11 19 40 5
2 7 7 8 10 12 35
5 2 4 12 10 28 27
4 11 11 6 5 8 20
2 4 4 14 30 2 25
2 4 9 10 11 8 31
2 2 4 7 21 20 16
5 9 8 5 8 12 26
2 9 6 6 16 14 12
2 2 10 9 10 18 56
2 4 6 9 16 7 31
4 3 4 9 14 10 44
3 11 11 8 11 14 12
3 5 8 9 11 37 11
4 4 10 16 6 15 3
2 6 10 3 20 35 20
5 6 9 9 23 12 20
5 6 7 10 13 20 43
4 7 3 12 18 28 33
5 2 4 9 20 11 30
6 2 9 17 19 19 46
3 3 11 14 18 25 18
3 5 5 4 17 6 39
4 4 15 5 14 19 13
3 5 4 9 30 31 16
3 11 3 11 15 40 27
4 6 6 12 12 26 15
4 5 3 6 7 8 31
4 3 10 6 25 37 45
2 2 5 13 8 9 35
3 3 11 5 16 10 23
6 5 4 10 12 17 7
5 7 4 14 2 15 26
3 2 7 10 4 5 8
5 4 7 7 10 18 45
3 9 4 14 16 22 35
2 2 5 12 28 23 26
5 5 4 10 4 16 8
4 6 5 12 15 9 11
5 5 6 20 21 28 16
2 6 9 10 19 20 30
2 3 7 17 11 8 40
5 4 7 5 25 30 22
3 6 5 8 21 7 17
5 3 7 11 28 23 53
2 5 11 5 19 17 54
3 6 5 12 13 22 8
6 7 3 3 7 15 28
4 6 2 14 5 20 24
2 4 4 9 16 12 13
4 3 11 10 28 33 38
2 4 4 9 20 6 42
2 3 3 2 9 16 17
6 3 17 4 28 45 24
5 6 8 5 16 16 9
3 5 10 8 24 25 27
2 4 6 2 6 6 33
2 4 10 6 6 29 47
3 6 9 14 32 25 25
3 5 9 15 6 15 39
3 2 6 5 15 22 2
7 2 3 5 3 32 36
3 2 2 9 4 8 27
3 5 11 6 12 19 48
2 2 6 8 10 24 16
2 6 5 11 8 20 46
3 8 11 19 19 27 28
7 6 5 15 11 39 42
4 6 13 7 9 7 17
2 5 7 26 15 14 10
6 6 5 11 9 18 10
4 5 6 22 8 10 48
2 2 5 6 20 42 38
5 9 7 12 22 15 35
2 8 3 13 18 40 19
3 6 3 8 16 6 45
6 7 9 21 23 16 51
4 4 12 4 17 20 23
7 4 4 6 9 34 48
2 4 6 7 11 30 32
3 8 12 3 26 23 37
2 5 9 4 26 27 7
7 4 7 10 28 37 15
5 6 4 10 7 15 28
3 5 7 7 28 16 21
4 4 7 9 5 18 20
2 2 4 10 19 7 22
3 5 13 19 11 15 31
4 4 3 9 15 7 28
4 4 10 8 4 28 18
2 6 3 9 15 15 31
6 3 5 6 6 4 39
6 3 13 12 4 25 24
2 5 8 7 7 25 54
7 2 9 15 5 8 54
3 2 6 11 8 20 5
2 4 6 8 10 22 45
4 4 4 12 10 37 47
4 6 8 4 10 2 13
6 4 5 2 8 11 22
2 7 4 17 28 29 42
5 4 5 9 12 13 37
3 8 7 3 19 31 52
2 6 10 25 12 24 30
2 3 8 7 16 55 37
2 5 7 12 8 28 11
5 5 9 8 17 19 15
5 3 4 13 6 35 29
4 4 9 4 8 21 85
6 6 4 14 8 32 39
6 7 10 9 5 17 13
5 2 6 6 29 10 36
5 2 5 9 22 14 13
3 7 3 10 26 13 15
3 5 12 4 15 9 26
2 3 10 4 33 22 13
4 3 4 13 9 29 49
3 4 5 11 11 10 37
6 4 4 8 18 24 8
4 6 5 21 9 9 35
3 8 15 5 4 39 51
3 4 2 10 18 30 23
2 2 5 12 10 54 19
5 3 11 25 17 12 14
2 7 9 13 15 20 27
3 4 6 11 17 11 38
5 9 8 17 12 26 25
4 7 8 8 6 6 29
3 7 10 15 6 20 11
6 6 7 14 2 16 34
5 3 3 13 7 5 55
4 3 6 7 20 2 20
3 9 10 8 3 32 38
5 7 5 9 18 5 16
3 7 7 16 5 34 19
2 6 6 9 11 17 10
4 4 10 10 9 23 33
2 2 11 10 16 15 14
2 2 4 18 2 24 34
2 3 7 12 5 12 14
3 4 5 15 6 23 15
6 9 4 9 3 17 24
3 5 6 9 19 12 35
2 3 3 2 15 7 25
5 7 10 12 16 7 13
2 6 9 4 17 41 25
3 10 5 3 14 8 12
4 5 4 2 9 12 32
4 3 5 8 18 17 41
5 6 2 11 25 23 7
2 3 11 10 13 23 30
5 5 8 10 11 32 36
4 2 8 16 10 40 24
3 2 10 9 12 22 33
3 4 5 12 15 2 24
4 6 6 6 7 32 31
2 2 3 17 11 4 8
4 4 10 6 25 25 12
5 5 5 20 8 18 22
6 6 8 5 21 13 64
3 8 3 13 8 18 51
5 10 5 13 5 17 23
3 3 10 15 13 8 22
2 6 15 9 22 11 13
4 8 9 5 20 39 9
6 8 7 16 10 5 48
3 3 5 16 13 24 41
7 7 10 8 7 10 48
3 4 8 17 27 20 30
4 4 14 8 4 14 50
2 7 3 14 21 14 4
2 2 7 9 9 2 33
3 6 6 3 23 17 21
3 4 6 6 19 11 62
3 4 6 5 8 19 20
6 5 7 9 16 29 5
2 6 4 13 18 24 12
4 5 6 14 12 10 9
5 7 6 6 6 7 28
2 4 11 7 13 26 10
4 3 3 13 28 7 61
6 8 10 14 15 23 30
4 8 7 2 6 20 9
3 2 6 12 6 30 8
2 5 2 19 5 25 43
5 3 4 5 15 13 25
2 3 11 20 8 27 35
7 4 7 12 7 14 39
2 3 7 9 4 16 49
4 3 5 13 21 26 39
3 7 3 3 13 30 33
5 4 4 18 5 24 33
4 3 2 5 22 10 59
8 4 5 7 2 13 85
2 4 10 9 8 33 21
2 8 4 5 16 32 11
2 7 11 5 17 21 24
3 6 13 12 26 9 56
6 5 9 8 31 16 32
3 7 11 9 12 21 35
2 5 7 15 5 33 16
5 5 3 11 25 21 36
2 5 10 7 15 14 33
5 7 12 14 15 10 7
3 5 10 7 5 10 16
5 6 10 8 9 14 32
3 4 7 16 10 27 23
5 5 10 9 15 15 39
5 4 6 8 9 10 27
3 10 7 4 22 11 16
2 3 2 2 27 21 16
4 4 7 14 7 21 26
6 2 14 10 12 27 25
5 2 7 4 3 5 25
3 8 5 7 8 11 40
5 2 7 6 12 26 14
4 5 7 7 7 34 11
5 3 9 16 5 21 23
5 3 4 2 7 44 12
2 2 13 9 18 13 19
2 5 8 18 5 28 15
7 6 7 4 10 11 27
4 7 8 19 19 11 10
2 10 5 7 13 25 36
3 2 10 7 6 16 2
5 4 9 10 16 24 7
2 2 6 5 5 37 53
5 2 5 8 20 31 40
3 5 11 14 10 15 14
3 9 3 14 18 14 55
3 8 7 8 32 8 28
5 6 10 19 8 35 11
3 4 9 9 5 10 29
3 2 6 6 23 14 7
2 4 4 10 16 38 42
5 6 10 7 15 20 31
3 2 3 4 11 13 39
5 6 5 2 16 24 43
2 9 9 10 10 14 37
5 5 14 10 26 26 32
7 3 9 8 13 35 18
2 4 9 4 10 23 33
2 3 7 17 10 35 41
3 4 8 17 17 11 32
3 5 16 10 12 36 54
4 3 4 8 14 28 20
4 4 8 5 8 22 42
6 6 13 4 31 21 48
4 4 13 9 19 23 17
7 3 5 6 23 25 15
2 3 12 8 4 30 7
5 6 4 15 21 14 34
3 6 3 10 9 32 48
2 4 12 10 27 12 33
7 5 3 11 10 13 55
6 3 4 7 9 14 34
2 4 3 11 22 33 31
2 9 3 6 14 26 39
4 5 10 6 18 6 19
4 3 5 8 5 43 53
4 7 12 18 15 13 17
3 3 6 7 18 42 22
5 4 10 5 28 13 18
3 7 8 8 28 31 54
3 5 6 3 12 19 5
4 6 12 5 9 22 24
2 8 8 4 18 12 27
4 6 12 14 10 20 30
6 6 8 8 14 18 19
6 2 11 6 25 10 23
2 4 3 15 19 24 43
6 6 17 11 7 18 13
6 6 6 19 8 24 52
4 8 6 6 21 21 5
3 5 6 7 4 22 46
5 6 8 8 22 19 39
4 7 7 19 8 14 26
5 8 4 12 22 7 67
2 7 13 5 4 37 56
6 6 6 10 3 10 14
5 3 8 9 14 17 20
3 3 3 14 5 17 36
3 6 5 13 7 36 16
3 7 4 14 18 39 7
3 2 4 10 17 24 18
2 5 11 6 17 6 13
6 5 10 14 4 19 18
2 5 7 15 7 8 20
3 3 6 2 11 7 25
6 4 6 11 10 5 29
2 2 12 19 11 24 36
3 8 2 7 21 3 49
6 6 5 6 7 9 57
2 4 9 21 16 23 27
3 5 7 4 15 17 16
5 9 10 7 8 12 4
4 3 6 3 16 8 25
3 4 11 12 26 22 19
6 6 11 12 23 13 18
6 7 10 15 5 21 45
5 2 6 15 12 7 30
3 7 2 11 17 22 33
4 2 8 8 8 19 7
2 5 2 5 28 38 30
4 5 7 7 12 10 29
6 5 9 5 10 22 13
2 2 12 11 9 27 26
2 5 4 5 6 24 42
3 4 14 6 2 31 23
2 4 12 2 8 26 9
2 5 3 7 24 23 18
4 11 6 14 16 22 53
3 2 3 13 8 23 24
2 5 5 7 8 35 42
2 4 8 8 5 30 20
3 7 7 4 14 8 45
7 5 5 5 4 17 46
3 6 11 9 26 25 10
4 4 3 11 8 5 55
2 4 7 11 4 20 16
6 5 13 7 31 33 26
2 3 6 8 14 6 12
6 5 2 18 17 28 53
2 2 10 2 16 29 44
3 3 2 9 4 11 56
2 2 4 3 9 15 10
5 2 7 11 12 10 13
4 6 13 8 5 30 31
2 3 10 3 18 9 23
2 3 5 8 10 17 13
4 3 5 4 16 26 11
5 3 11 7 22 31 36
5 4 6 5 19 26 27
2 7 8 10 23 20 12
5 3 6 11 23 12 12
4 2 15 18 10 21 14
5 6 6 6 25 10 9
2 2 11 11 21 26 14
4 2 10 15 19 20 75
5 2 5 2 22 10 62
2 2 7 20 34 9 14
2 5 5 20 8 12 26
4 8 2 3 18 22 26
